date,advertiser_id,product_id,impressions,clicks,CTR
2024-05-01,2FSH0GSEIMRP3GWARS3L,p2kvg6,2.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,mcfgwt,3.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,qd6t9t,1.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,mawcpt,3.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,lgcic9,2.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,l7r246,2.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,kxtgyf,2.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,khk2fk,2.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,jvw9iu,5.0,0.0,0.0
2024-05-01,2FSH0GSEIMRP3GWARS3L,jtqn7v,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,055un2,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,l5kqh8,3.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,oxixml,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,o1f089,3.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,ndeutd,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,lx611b,2.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,lx3u3v,2.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,lwmgql,2.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,llhsm4,3.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,li8wqb,4.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,kv3zpe,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,puerm8,3.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,krj1rz,4.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,khkm0s,3.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,kgm36o,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,k6nkh0,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,jzx1vy,2.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,jylwfu,4.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,julsc9,1.0,0.0,0.0
2024-05-01,7WRLUXRJOEMZ6MNX4J7C,jolbpa,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,0usd90,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,q07see,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,ohz8bp,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,n2zub3,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,mgm3hz,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,lwuzfv,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,lfiu7n,3.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,kx3n22,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,k0uso6,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,jorznb,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,jdfcyj,1.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,ijxa0n,4.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,igcmly,4.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,ibok8w,5.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,hp2ca9,3.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,h7lhyi,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,h1k2oj,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,gqleus,4.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,ge8g4h,2.0,0.0,0.0
2024-05-01,93TY14WA1ZYU81WFK6NH,gb4qzo,3.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,0lexyo,3.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,flhzvc,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,qnvp2b,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,pz449g,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,o4he5b,1.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,nchj0k,4.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,nbkbmh,5.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,mjqb8e,3.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,mgabws,5.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,lz8iza,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,l0u8m6,4.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,kvmwc5,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,jvswne,1.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,jtjm61,1.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,iff2l2,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,hx2utq,2.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,hlev3z,1.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,hcb3p0,1.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,grqm8x,5.0,0.0,0.0
2024-05-01,AV8X2SA4NICREY7DDAPR,rk8lys,1.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,2a2tc0,3.0,1.0,33.33
2024-05-01,HCOFU1UZE99KYYWKNMK5,0jp09y,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mjwslx,4.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,p8op3t,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,ozkefc,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,ou9kq2,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,nwzgat,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,n9qdxz,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,n8ndt0,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mz78wx,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mx6anx,4.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mgdhr7,1.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,pqokie,1.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mg2dck,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,mejo1t,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,m6hzr9,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,lmbkym,2.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,knexpt,1.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,k0nzao,3.0,0.0,0.0
2024-05-01,HCOFU1UZE99KYYWKNMK5,jrll7j,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,kk7jt4,1.0,1.0,100.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,p26fmw,3.0,1.0,33.33
2024-05-01,HDXTQ93K03FK9NNSWWJ2,5ogb8l,3.0,1.0,33.33
2024-05-01,HDXTQ93K03FK9NNSWWJ2,01ndhe,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,lym0hf,3.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,ost3un,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,nsckql,3.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,nil7w6,4.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,n9zx9v,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,mvd7hu,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,mhhtbh,3.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,l2m8a4,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,lxi2oc,2.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,pm5hnf,3.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,k3grfc,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,jxvax3,6.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,jxq3eo,3.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,jum70m,1.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,ipfedt,2.0,0.0,0.0
2024-05-01,HDXTQ93K03FK9NNSWWJ2,hwl5ua,4.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,hg4wz5,2.0,1.0,50.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,04f7op,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,kyns5m,5.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,plsbcn,4.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,piw2hx,4.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,p58bcl,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,p2yamk,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,ndkyxc,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,mdo6pm,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,lyu553,6.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,llq1af,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,kebirk,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,s8vlvz,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,jtkqb4,3.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,j72gfo,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,iix60m,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,i4mtx4,2.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,hqqi9g,4.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,hh7niy,1.0,0.0,0.0
2024-05-01,HDXVWMQ53JJC0BY84N3E,gmd4su,1.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,0mzjgx,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,l2rpgg,1.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,obedov,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,nue3ne,4.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,nrnx6k,4.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,njh6uz,5.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,n4p4qv,1.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,mqzhlj,3.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,mlrc58,3.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,ltbh12,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,ks4qsh,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,0p1ea1,4.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,k3avvd,1.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,jn6u0w,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,jarlxf,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,isleu4,1.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,hpda63,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,hbx3th,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,h0k3tz,2.0,0.0,0.0
2024-05-01,IB14JRRL5RLZ114BOEOU,grwzl9,3.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,067eiq,2.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,rqgyiv,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,qoswat,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,qiu1hy,3.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,qdt51f,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,qdqf1c,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,o9bl6q,2.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,nlzeph,4.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,nd7aih,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,n5zare,4.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,mxk187,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,m8m9gn,4.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,m4uzvu,2.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,ljyqz3,3.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,kvi6w4,4.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,kutwfn,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,k5v9w3,1.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,k5jyeb,2.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,jkff1a,4.0,0.0,0.0
2024-05-01,K4HA2ZD4UCNEKZZTNXKO,rbdfx1,2.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,02hub4,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,08n7yx,1.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,q2qs8n,1.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,pnexvu,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,p3xhi6,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,or7lly,4.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,oesh8j,1.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,ntture,2.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,np3n5v,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,nlai5s,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,nezj56,1.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,n5l7o0,4.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,n5el7w,2.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,n0roqa,2.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,misiw9,2.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,mb255z,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,m51e79,3.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,lni45e,4.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,k6vzji,6.0,0.0,0.0
2024-05-01,KD67BLL9551LG3GPTG9K,k6ev3y,3.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,i7201f,1.0,1.0,100.0
2024-05-01,LTY14YH48ZRDN5I50WE3,zohwl1,2.0,1.0,50.0
2024-05-01,LTY14YH48ZRDN5I50WE3,003bov,1.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,n6ujsb,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,q36xu4,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,pog2y9,4.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,pkg05e,3.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,pgyte0,3.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,p5ihun,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,ou8czz,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,ogg630,1.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,o77x4t,1.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,mv7mcj,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,qffnu4,4.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,mt9afd,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,ms6j3q,1.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,mraqap,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,mh55rx,2.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,m5o41a,4.0,0.0,0.0
2024-05-01,LTY14YH48ZRDN5I50WE3,m58jye,3.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,l4qlsz,1.0,1.0,100.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,237a2m,3.0,1.0,33.33
2024-05-01,NLXH5XTBJTBCH8IRH3B0,x5qiss,4.0,1.0,25.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,048nd5,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,kzig1l,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,o9zq26,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,nq0v49,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,nhjxmf,4.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,nfrqd1,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,mmotb6,3.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,l5g3id,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,l4p3in,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,if0mw1,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,kx79zt,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,opgeiy,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,hxbq0d,4.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,hbor9u,4.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,gxmft3,1.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,g4a5d0,2.0,0.0,0.0
2024-05-01,NLXH5XTBJTBCH8IRH3B0,g493tk,1.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,xvsrip,2.0,1.0,50.0
2024-05-01,OCM9UM89HXY7B2LQNSND,0keei5,1.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,nvqize,2.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,qz0gtj,3.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,qtzxex,4.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,qfrg2j,2.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,qebf2r,5.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,p80nms,4.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,p6jaei,1.0,0.0,0.0
2024-05-01,OCM9UM89HXY7B2LQNSND,p6b4fv,1.0,0.0,0.0
